Rank,Name,Rank_Again,Symbol,Price,24h,7d,Market Cap,Volume USD,Volume Units,Circulating Supply,price,market_cap,volume_usd
,SelfSell,,SSC,$0.000253,17.98%,37.48%,,,,,0.000253,,
,ETHplode,,ETHPLO,$0.002242,10.85%,31.93%,,,,,0.002242,,
,Bee Token,,BEE,$0.000415,5.17%,9.44%,,,,,0.000415,,
,MFCoin,,MFC,$0.004666,14.24%,-1.67%,,,,,0.004666,,
,Civitas,,CIV,$0.012367,6.53%,24.86%,,,,,0.012367,,
,Insula,,ISLA,$0.154511,10.51%,0.75%,,,,,0.154511,,
,CryptoSoul,,SOUL,$0.000373,1.52%,-6.54%,,,,,0.000373,,
,Ultimate Secure Cash,,USC,$0.009347,6.37%,21.32%,,,,,0.009347,,
,Ouroboros,,OURO,$0.003000,3.45%,3.45%,,,,,0.003,,
,Litecoin Plus,,LCP,$0.033759,-3.93%,-7.74%,,,,,0.033759,,
,Peony,,PNY,$0.015050,-15.55%,-32.82%,,,,,0.01505,,
,BoatPilot Token,,NAVY,$0.001245,8.41%,-43.41%,,,,,0.001245,,
,Gentarium,,GTM,$0.018359,14.73%,7.29%,,,,,0.018359,,
,Equal,,EQL,$0.000274,5.10%,2.28%,,,,,0.000274,,
,extraDNA,,XDNA,$0.000085,-1.12%,-1.51%,,,,,8.5e-05,,
,Bigbom,,BBO,$0.000268,-7.61%,1.80%,,,,,0.000268,,
,Fundamenta,,FMTA,$0.100455,36.94%,42.43%,,,,,0.100455,,
,LOCIcoin,,LOCI,$0.002121,5.64%,8.66%,,,,,0.002121,,
,MojoCoin,,MOJO,$0.007010,6.37%,27.39%,,,,,0.00701,,
,Cheesecoin,,CHEESE,$0.000234,-4.85%,21.49%,,,,,0.000234,,
,Suretly,,SUR,$0.362489,15.51%,-10.30%,,,,,0.362489,,
,Blur,,BLUR,$0.013370,3.93%,-30.58%,,,,,0.01337,,
,Evil Coin,,EVIL,$0.004006,16.06%,20.94%,,,,,0.004006,,
,Acoin,,ACOIN,$0.069097,6.37%,108.63%,,,,,0.069097,,
,Niobio Cash,,NBR,$0.000551,75.56%,100.30%,,,,,0.000551,,
,Ubricoin,,UBN,$0.000036,17.98%,-71.44%,,,,,3.6e-05,,
,GravityCoin,,GXX,$0.016782,7.01%,5.52%,,,,,0.016782,,
,Yearn Finance Bit,,YFBT,$55.64,-13.15%,-42.90%,,,,,55.64,,
,Blockpass,,PASS,$0.000503,12.58%,-7.11%,,,,,0.000503,,
,SiaCashCoin,,SCC,$0.000006,43.94%,25.17%,,,,,6e-06,,
,Chronologic,,DAY,$0.071373,9.93%,-17.33%,,,,,0.071373,,
,Italian Lira,,ITL,$0.000003,-46.81%,21.32%,,,,,3e-06,,
,Adzcoin,,ADZ,$0.001669,32.98%,101.57%,,,,,0.001669,,
,StrongHands Masternode,,SHMN,$0.031138,15.47%,171.87%,,,,,0.031138,,
,Kurrent,,KURT,$0.001335,112.78%,21.32%,,,,,0.001335,,
,AdHive,,ADH,$0.000627,5.17%,9.44%,,,,,0.000627,,
,GCN Coin,,GCN,$0.000000,69.24%,218.98%,,,,,0.0,,
,VULCANO,,VULC,$0.000334,6.53%,21.49%,,,,,0.000334,,
,PLAAS FARMERS TOKEN,,PLAAS,$0.002990,11.45%,26.27%,,,,,0.00299,,
,Halving Coin,,HALV,$0.043061,13.41%,-2.18%,,,,,0.043061,,
,ELTCOIN,,ELTCOIN,$0.000859,-5.81%,74.08%,,,,,0.000859,,
,SalmonSwap,,SAL,$0.077105,-7.39%,-6.71%,,,,,0.077105,,
,EvenCoin,,EVN,$0.002474,14.91%,8.47%,,,,,0.002474,,
,Rentberry,,BERRY,$0.000255,-10.42%,-41.45%,,,,,0.000255,,
,Bethereum,,BETHER,$0.000136,18.22%,-58.67%,,,,,0.000136,,
,Arion,,ARION,$0.005682,-17.68%,28.68%,,,,,0.005682,,
,More Coin,,MORE,$0.037363,6.31%,50.97%,,,,,0.037363,,
,GuccioneCoin,,GCC,$0.003672,-9.98%,2.34%,,,,,0.003672,,
,DogeCash,,DOGEC,$0.006045,-37.86%,-41.98%,,,,,0.006045,,
,WandX,,WAND,$0.006070,5.64%,8.66%,,,,,0.00607,,
,MMOCoin,,MMO,$0.001313,-29.56%,-19.17%,,,,,0.001313,,
,Digitalcoin,,DGC,$0.002003,-41.97%,45.13%,,,,,0.002003,,
,BitStation,,BSTN,$0.000016,18.22%,38.55%,,,,,1.6e-05,,
,EUNOMIA,,ENTS,$0.000004,13.35%,32.60%,,,,,4e-06,,
,SF Capital,,SFCP,$0.000734,1.75%,33.46%,,,,,0.000734,,
,CryptoEnergy,,CNRG,$2.62,0.03%,-34.29%,,,,,2.62,,
,VouchForMe,,IPL,$0.000296,-20.89%,6.65%,,,,,0.000296,,
,InterValue,,INVE,$0.000565,3.35%,6.25%,,,,,0.000565,,
,Fox Trading,,FOXT,$0.008277,6.27%,9.76%,,,,,0.008277,,
2001,HeartBout,2001,HB,$0.001335,41.85%,20.94%,"$71,428",$504,"377,583 HB","53,495,267 HB",0.001335,71428.0,504.0
2002,Onix,2002,ONX,$0.000668,112.78%,142.65%,"$71,483",$0,0 ONX,"107,072,781 ONX",0.000668,71483.0,0.0
2003,Global Currency Reserve,2003,GCR,$0.000669,113.06%,142.15%,"$71,538",$0,0 GCR,"107,012,749 GCR",0.000669,71538.0,0.0
2004,Ignition,2004,IC,$0.051740,5.69%,54.01%,"$70,931",$22,426 IC,"1,370,923 IC",0.05174,70931.0,22.0
2005,BoutsPro,2005,BOUTS,$0.000923,6.45%,25.98%,"$70,690","$110,566","119,833,618 BOUTS","76,615,188 BOUTS",0.000923,70690.0,110566.0
2006,Rubies,2006,RBIES,$0.006685,63.89%,86.90%,"$69,626",$0,0 RBIES,"10,415,252 RBIES",0.006685,69626.0,0.0
2007,Freyrchain,2007,FREC,$0.000138,87.50%,89.98%,"$69,078",$1,"9,160 FREC","500,000,000 FREC",0.000138,69078.0,1.0
2008,EOS TRUST,2008,EOST,$0.000009,94.36%,37.75%,"$68,120",$10,"1,097,815 EOST","7,518,810,122 EOST",9e-06,68120.0,10.0
2009,iTicoin,2009,ITI,$2.09,6.33%,21.31%,"$66,955",$0,0 ITI,"32,000 ITI",2.09,66955.0,0.0
2010,Asian Dragon,2010,AD,$0.001266,15.31%,9.98%,"$66,921","$1,416","1,118,502 AD","52,865,797 AD",0.001266,66921.0,1416.0
,YFFII Finance,,YFFII,$2.60,-7.26%,-14.92%,,,,,2.6,,
,Ethereum Gold,,ETG,$0.003315,-36.43%,-63.49%,,,,,0.003315,,
,Bitcoin CZ,,BCZ,$0.020602,4.21%,11.29%,,,,,0.020602,,
,Privatix,,PRIX,$0.060165,2.54%,4.27%,,,,,0.060165,,
,Seal Network,,SEAL,$0.000129,5.17%,9.44%,,,,,0.000129,,
,CPUchain,,CPU,$0.001671,33.16%,21.07%,,,,,0.001671,,
,Linfinity,,LFC,$0.000071,12.26%,30.45%,,,,,7.1e-05,,
,Baguette Token,,BGTT,$0.005569,-0.82%,71.01%,,,,,0.005569,,
,Folgory Coin,,FLG,$0.003660,-20.67%,-99.24%,,,,,0.00366,,
,InvestFeed,,IFT,$0.000334,6.33%,21.25%,,,,,0.000334,,
,Dynamite,,DYNMT,$0.171798,12.38%,17.33%,,,,,0.171798,,
,Doge Token,,DOGET,$0.000007,1.39%,-2.49%,,,,,7e-06,,
,Kind Ads Token,,KIND,$0.001498,40.31%,10.68%,,,,,0.001498,,
,MetaMorph,,METM,$0.000203,-58.57%,-26.12%,,,,,0.000203,,
,Elementeum,,ELET,$0.012132,5.58%,16.50%,,,,,0.012132,,
,SafeCapital,,SCAP,$0.034097,-24.00%,-18.01%,,,,,0.034097,,
,ACE (TokenStars),,ACE,$0.005147,-34.39%,51.98%,,,,,0.005147,,
,GoPower,,GPT,$0.000769,17.98%,37.56%,,,,,0.000769,,
,BitWhite,,BTW,$0.001674,-37.22%,-10.63%,,,,,0.001674,,
,Paytomat,,PTI,$0.000364,12.01%,249.31%,,,,,0.000364,,
,BDCC Bitica COIN,,BDCC,$2.31,15.63%,0.13%,,,,,2.31,,
,CryptoBonusMiles,,CBM,$0.000012,24.92%,14.61%,,,,,1.2e-05,,
,CorionX,,CORX,$0.000754,-13.36%,-12.20%,,,,,0.000754,,
,MicroMoney,,AMM,$0.004231,-51.77%,-50.16%,,,,,0.004231,,
,Monkey Project,,MONK,$0.005014,-38.54%,-24.07%,,,,,0.005014,,
,WeBlock,,WON,$0.013143,4.49%,2.34%,,,,,0.013143,,
,W Green Pay,,WGP,$0.002100,-48.19%,-48.66%,,,,,0.0021,,
,Ultragate,,ULG,$0.005671,39.03%,34.12%,,,,,0.005671,,
,FSBT API Token,,FSBT,$0.016583,17.96%,-11.10%,,,,,0.016583,,
,MEXC Token,,MEXC,$0.000054,-11.55%,-19.19%,,,,,5.4e-05,,
,ZelaaPayAE,,ZPAE,$0.000336,5.90%,-28.73%,,,,,0.000336,,
,Veles,,VLS,$0.044962,21.45%,40.34%,,,,,0.044962,,
,BLAST,,BLAST,$0.001202,-36.16%,-27.19%,,,,,0.001202,,
,Spaceswap,,MILK2,$0.032507,18.06%,55.65%,,,,,0.032507,,
,Photon,,PHO,$0.000002,15.15%,-45.41%,,,,,2e-06,,
,ATBCoin,,ATB,$0.001334,6.32%,-3.00%,,,,,0.001334,,
,Herbalist Token,,HERB,$0.000006,4.31%,31.17%,,,,,6e-06,,
,Cyber Movie Chain,,CMCT,$0.000003,18.22%,37.75%,,,,,3e-06,,
,Rupee,,RUP,$0.001334,-37.76%,-0.71%,,,,,0.001334,,
,PengolinCoin,,PGO,$0.002458,-15.79%,56.33%,,,,,0.002458,,
,Payfair,,PFR,$0.001413,18.22%,37.70%,,,,,0.001413,,
,Relex,,RLX,$0.000029,5.17%,-59.71%,,,,,2.9e-05,,
,Kalkulus,,KLKS,$0.003002,6.31%,30.69%,,,,,0.003002,,
,Arionum,,ARO,$0.000345,9.84%,-58.22%,,,,,0.000345,,
,Naviaddress,,NAVI,$0.000262,85.81%,97.50%,,,,,0.000262,,
,Arqma,,ARQ,$0.007002,1.44%,10.65%,,,,,0.007002,,
,STRAKS,,STAK,$0.002236,2.15%,16.34%,,,,,0.002236,,
,SuperCoin,,SUPER,$0.001001,6.37%,-9.01%,,,,,0.001001,,
,Bitcoiin,,B2G,$0.001001,6.39%,3.99%,,,,,0.001001,,
,Elysian,,ELY,$0.000541,19.14%,1.09%,,,,,0.000541,,
,IFX24,,IFX24,$0.017069,7.03%,107.44%,,,,,0.017069,,
,Ifoods Chain,,IFOOD,$0.000021,0.03%,0.32%,,,,,2.1e-05,,
,Birdchain,,BIRD,$0.000185,12.83%,33.92%,,,,,0.000185,,
,MedicCoin,,MEDIC,$0.000172,-8.69%,137.60%,,,,,0.000172,,
,Thingschain,,TIC,$0.000003,15.02%,-48.34%,,,,,3e-06,,
,Squorum,,SQR,$0.003672,-26.87%,-53.98%,,,,,0.003672,,
,Aigang,,AIX,$0.001705,5.88%,-37.35%,,,,,0.001705,,
,BitcoiNote,,BTCN,$0.004003,15.97%,45.58%,,,,,0.004003,,
,Truegame,,TGAME,$0.000597,17.98%,-40.33%,,,,,0.000597,,
,Atonomi,,ATMI,$0.000100,0.00%,0.00%,,,,,0.0001,,
,KWHCoin,,KWH,$0.000027,17.98%,37.48%,,,,,2.7e-05,,
,Bela,,BELA,$0.001001,6.37%,21.32%,,,,,0.001001,,
,Crowd Machine,,CMCT,$0.000102,-14.81%,2.26%,,,,,0.000102,,
,GoldBlocks,,GB,$0.003004,6.37%,55.99%,,,,,0.003004,,
,Impleum,,IMPL,$0.005348,-10.29%,-32.97%,,,,,0.005348,,
,MultiCoinCasino,,MCC,$0.009497,0.14%,-1.35%,,,,,0.009497,,
,Netrum,,NTR,$0.021731,-60.08%,-9.37%,,,,,0.021731,,
,Xuez,,XUEZ,$0.011676,-35.83%,-21.41%,,,,,0.011676,,
,EveriToken,,EVT,$0.002007,-0.38%,301.96%,,,,,0.002007,,
,ZINC,,ZINC,$0.008105,-36.68%,5.15%,,,,,0.008105,,
,Cloudbit Token,,CDB,$0.000080,0.04%,0.32%,,,,,8e-05,,
,Apollon,,XAP,$0.000300,-12.96%,-1.05%,,,,,0.0003,,
,Fiii,,FIII,$0.000093,8.18%,-3.82%,,,,,9.3e-05,,
,Arepacoin,,AREPA,$0.002595,-3.15%,6.94%,,,,,0.002595,,
,Biotron,,BTRN,$0.000667,6.33%,21.25%,,,,,0.000667,,
,Raise,,RAISE,$0.002964,-22.12%,-59.73%,,,,,0.002964,,
,OBITS,,OBITS,$0.003008,6.53%,21.07%,,,,,0.003008,,
,POPCHAIN,,PCH,$0.000049,0.00%,5.69%,,,,,4.9e-05,,
,Omnitude,,ECOM,$0.000674,-8.41%,-30.11%,,,,,0.000674,,
,Fireball,,FIRE,$1.90,4.01%,28.52%,,,,,1.9,,
,Unify,,UNIFY,$0.002335,-17.30%,-5.69%,,,,,0.002335,,
,EtherSportz,,ESZ,$0.016610,5.17%,-56.22%,,,,,0.01661,,
,Jupiter,,JUP,$0.000334,6.53%,21.49%,,,,,0.000334,,
,PlayGame,,PXG,$0.000042,20.39%,-6.73%,,,,,4.2e-05,,
,BitRewards,,BIT,$0.000123,-17.25%,55.98%,,,,,0.000123,,
,XGOX,,XGOX,$0.000018,35.34%,30.61%,,,,,1.8e-05,,
,PureVidz,,VIDZ,$0.000334,6.39%,-59.56%,,,,,0.000334,,
,Kush Finance,,KSEED,$0.151910,5.47%,99.36%,,,,,0.15191,,
,BLOC.MONEY,,BLOC,$0.002337,48.94%,69.85%,,,,,0.002337,,
,Connect Coin,,XCON,$0.001035,6.37%,87.46%,,,,,0.001035,,
2101,YFIVE FINANCE,2101,YFIVE,$2.22,4.14%,21.72%,"$40,266","$332,204","149,768 YFIVE","18,153 YFIVE",2.22,40266.0,332204.0
2102,Blocklancer,2102,LNC,$0.000334,6.53%,21.49%,"$40,157",$0,599 LNC,"120,140,384 LNC",0.000334,40157.0,0.0
2103,SHPING,2103,SHPING,$0.000027,18.19%,37.75%,"$40,309",$0,0 SHPING,"1,483,041,697 SHPING",2.7e-05,40309.0,0.0
2104,PutinCoin,2104,PUT,$0.000033,6.37%,21.32%,"$39,681",$0,"11,226 PUT","1,188,750,832 PUT",3.3e-05,39681.0,0.0
2105,Ethereum Gold Project,2105,ETGP,$0.000007,116.37%,38.26%,"$39,095",$412,"60,648,539 ETGP","5,758,959,413 ETGP",7e-06,39095.0,412.0
2106,GlobalToken,2106,GLT,$0.000334,6.33%,21.31%,"$38,935",$176,"526,554 GLT","116,709,250 GLT",0.000334,38935.0,176.0
2107,Moin,2107,MOIN,$0.004006,6.39%,20.94%,"$38,931",$0,0 MOIN,"9,719,067 MOIN",0.004006,38931.0,0.0
2108,Billionaire Token,2108,XBL,$0.012816,51.83%,57.39%,"$38,564",$45,"3,550 XBL","3,009,030 XBL",0.012816,38564.0,45.0
2109,Martkist,2109,MARTK,$0.002623,3.87%,35.72%,"$38,459","$17,048","6,498,444 MARTK","14,659,517 MARTK",0.002623,38459.0,17048.0
2110,VoteCoin,2110,VOT,$0.000334,6.39%,21.32%,"$38,478",$0,0 VOT,"115,272,625 VOT",0.000334,38478.0,0.0
,BitNautic Token,,BTNT,$0.002003,6.37%,-33.82%,,,,,0.002003,,
,DraftCoin,,DFT,$0.004345,6.53%,-7.39%,,,,,0.004345,,
,Flowchain,,FLC,$0.042895,-6.28%,121.68%,,,,,0.042895,,
,Waletoken,,WTN,$0.000002,-14.40%,-0.19%,,,,,2e-06,,
,BTC Lite,,BTCL,$0.002002,-8.86%,-9.01%,,,,,0.002002,,
,Xenoverse,,XENO,$0.007010,6.39%,20.94%,,,,,0.00701,,
,No BS Crypto,,NOBS,$0.000045,17.98%,37.48%,,,,,4.5e-05,,
,INDINODE,,XIND,$0.000033,6.53%,21.49%,,,,,3.3e-05,,
,StarterCoin,,STAC,$0.000110,-20.52%,27.57%,,,,,0.00011,,
,BitcoinV,,BTCV,$0.009341,35.33%,1032.26%,,,,,0.009341,,
,CryCash,,CRC,$0.007677,6.37%,21.32%,,,,,0.007677,,
,MktCoin,,MLM,$0.000030,2.54%,9.50%,,,,,3e-05,,
,SparksPay,,SPK,$0.003968,-27.73%,-26.04%,,,,,0.003968,,
,Bitcoin Interest,,BCI,$0.002002,27.60%,45.58%,,,,,0.002002,,
,PYRO Network,,PYRO,$0.000045,18.22%,131.79%,,,,,4.5e-05,,
,Signatum,,SIGT,$0.000334,6.33%,21.31%,,,,,0.000334,,
,ICOBID,,ICOB,$0.000334,6.37%,21.32%,,,,,0.000334,,
,Digital Money Bits,,DMB,$0.000334,6.33%,21.31%,,,,,0.000334,,
,ArbitrageCT,,ARCT,$0.000334,6.39%,21.32%,,,,,0.000334,,
,Atheios,,ATH,$0.001001,59.56%,81.99%,,,,,0.001001,,
,UltraNote Coin,,XUN,$0.000168,6.35%,21.26%,,,,,0.000168,,
,Tourist Token,,TOTO,$0.000006,-92.40%,-91.27%,,,,,6e-06,,
,ShowHand,,HAND,$0.000001,-81.12%,52.82%,,,,,1e-06,,
,vSlice,,VSL,$0.001001,6.37%,-48.00%,,,,,0.001001,,
,RPICoin,,RPI,$0.000033,6.53%,21.49%,,,,,3.3e-05,,
,Theresa May Coin,,MAY,$0.000334,-46.85%,-39.37%,,,,,0.000334,,
,Asura Coin,,ASA,$0.000150,3.18%,25.89%,,,,,0.00015,,
,Guider,,GDR,$0.000134,0.99%,150.17%,,,,,0.000134,,
,Obee Network,,OBEE,$0.000700,-5.46%,-23.14%,,,,,0.0007,,
,SCRIV NETWORK,,SCRIV,$0.001335,9.36%,26.22%,,,,,0.001335,,
,Helex,,HLX,$0.468754,4.99%,209.63%,,,,,0.468754,,
,CDX Network,,CDX,$0.001001,6.39%,21.32%,,,,,0.001001,,
,Gossip Coin,,GOSS,$0.001001,6.37%,-9.01%,,,,,0.001001,,
,Newton Coin Project,,NCP,$0.000310,9.10%,11.42%,,,,,0.00031,,
,Neuromorphic.io,,NMP,$0.013630,50.74%,51.09%,,,,,0.01363,,
,Bitcoin Adult,,BTAD,$0.000673,-36.19%,-18.50%,,,,,0.000673,,
,UNICORN Token,,UNI,$0.000301,219.55%,118.67%,,,,,0.000301,,
,Blakecoin,,BLC,$0.001110,18.61%,40.79%,,,,,0.00111,,
,Cream,,CRM,$0.000700,-10.71%,-42.09%,,,,,0.0007,,
,UChain,,UCN,$0.000101,14.01%,-5.74%,,,,,0.000101,,
,Toast.finance,,HOUSE,$1.58,17.90%,46.18%,,,,,1.58,,
,Digiwage,,WAGE,$0.000668,6.37%,21.32%,,,,,0.000668,,
,HyperQuant,,HQT,$0.000317,-77.81%,-6.36%,,,,,0.000317,,
,S.Finance,,SFG,$0.368335,-0.26%,-10.46%,,,,,0.368335,,
,Business Credit Alliance Chain,,BCAC,$0.000066,-1.46%,-5.42%,,,,,6.6e-05,,
,CryptoFlow,,CFL,$0.000334,6.53%,21.11%,,,,,0.000334,,
,BlockMesh,,BMH,$0.000110,-8.11%,-36.75%,,,,,0.00011,,
,Webcoin,,WEB,$0.000543,12.34%,-54.80%,,,,,0.000543,,
,PRiVCY,,PRIV,$0.001796,2.50%,8.85%,,,,,0.001796,,
,wys Token,,WYS,$0.000291,5.17%,9.44%,,,,,0.000291,,
,Zurcoin,,ZUR,$0.000334,6.37%,21.32%,,,,,0.000334,,
,CustomContractNetwork,,CCN,$0.000018,-88.75%,-87.45%,,,,,1.8e-05,,
,SmartCoin,,SMC,$0.001003,59.80%,-9.17%,,,,,0.001003,,
,Narrative,,NRVE,$0.000353,-2.59%,-38.70%,,,,,0.000353,,
,Paparazzi,,PAZZI,$0.000682,-27.48%,-51.54%,,,,,0.000682,,
,Thore Cash,,TCH,$0.000525,52.14%,-7.23%,,,,,0.000525,,
,Aeryus,,AER,$0.002335,15.24%,9.18%,,,,,0.002335,,
,YENTEN,,YTN,$0.001167,-34.61%,-29.37%,,,,,0.001167,,
,Yield Stake Finance,,YI12,$2.57,27.90%,7.12%,,,,,2.57,,
,Hyper Speed Network,,HSN,$0.000231,-55.09%,-33.82%,,,,,0.000231,,
,TrueVett,,VME,$0.000157,16.63%,-43.19%,,,,,0.000157,,
,EthereumX,,ETX,$0.000319,21.69%,-30.86%,,,,,0.000319,,
,SWYFT,,SWYFTT,$0.039258,-1.89%,54.14%,,,,,0.039258,,
,ImageCash,,IMGC,$0.006004,-43.54%,3.58%,,,,,0.006004,,
,Knekted,,KNT,$0.000027,7.47%,16.81%,,,,,2.7e-05,,
,Eva Cash,,EVC,$0.029567,17.98%,37.56%,,,,,0.029567,,
,PostCoin,,POST,$0.001671,77.55%,21.11%,,,,,0.001671,,
,Coin2.1,,C2,$0.000334,6.52%,21.49%,,,,,0.000334,,
,Centurion,,CNT,$0.000334,6.37%,21.32%,,,,,0.000334,,
,Joint Ventures,,JOINT,$0.001166,21.73%,43.02%,,,,,0.001166,,
,Save Environment Token,,SET,$0.026511,6.79%,21.94%,,,,,0.026511,,
,Anoncoin,,ANC,$0.012033,-74.93%,-76.36%,,,,,0.012033,,
,Jade Currency,,JADE,$0.000312,-0.73%,12.86%,,,,,0.000312,,
,Datarius Credit,,DTRC,$0.000157,5.42%,8.93%,,,,,0.000157,,
,Matchpool,,GUP,$0.000334,6.39%,21.32%,,,,,0.000334,,
,Plus-Coin,,NPLC,$0.000053,9.38%,-20.44%,,,,,5.3e-05,,
,DNotes,,NOTE,$0.000185,7.56%,604.15%,,,,,0.000185,,
,Yfscience,,YFSI,$2.52,33.28%,-10.74%,,,,,2.52,,
,ETHPlus,,ETHP,$0.018684,-10.23%,11.03%,,,,,0.018684,,
,HashNet BitEco,,HNB,$0.000827,0.03%,0.32%,,,,,0.000827,,
,Micromines,,MICRO,$0.000001,-1.41%,14.89%,,,,,1e-06,,
,FUZE Token,,FUZE,$31.55,-9.81%,-41.21%,,,,,31.55,,
,DOGEFI,,DOGEFI,$0.024258,25.63%,73.12%,,,,,0.024258,,
,Desire,,DSR,$0.002337,6.39%,5.83%,,,,,0.002337,,
,BERNcash,,BERN,$0.000334,6.37%,-39.34%,,,,,0.000334,,
,SkinCoin,,SKIN,$0.000271,-66.61%,-61.82%,,,,,0.000271,,
,FidexToken,,FEX,$0.000001,-18.33%,-38.13%,,,,,1e-06,,
,TravelNote,,TVNT,$0.011030,6.53%,-42.23%,,,,,0.01103,,
,ZeusNetwork,,ZEUS,$0.000000,6.37%,21.32%,,,,,0.0,,
,Decentralized Asset Trading Platform,,DATP,$0.000002,-9.68%,37.38%,,,,,2e-06,,
2201,Netko,2201,NETKO,$0.002004,0.03%,98.43%,"$23,363",$0,0 NETKO,"11,660,490 NETKO",0.002004,23363.0,0.0
2202,Amino Network,2202,AMIO,$0.000461,4.58%,15.37%,"$23,117","$5,676","12,318,004 AMIO","50,165,287 AMIO",0.000461,23117.0,5676.0
2203,Kemacoin,2203,KEMA,$0.000935,0.70%,21.25%,"$22,768",$54,"58,066 KEMA","24,360,241 KEMA",0.000935,22768.0,54.0
2204,Grimm,2204,GRIMM,$0.000375,16.19%,6.84%,"$22,693",$22,"59,191 GRIMM","60,501,300 GRIMM",0.000375,22693.0,22.0
2205,ParkByte,2205,PKB,$0.004673,6.39%,21.32%,"$22,264",$0,0 PKB,"4,764,026 PKB",0.004673,22264.0,0.0
2206,GenesisX,2206,XGS,$0.002003,6.39%,21.32%,"$22,168",$0,0 XGS,"11,068,163 XGS",0.002003,22168.0,0.0
2207,Citadel,2207,CTL,$0.002006,59.80%,9.17%,"$21,999",$0,40 CTL,"10,969,269 CTL",0.002006,21999.0,0.0
2208,LuckySevenToken,2208,LST,$0.000334,12.66%,6.03%,"$21,881",$36,"106,662 LST","65,590,200 LST",0.000334,21881.0,36.0
2209,noob.finance,2209,$NOOB,$0.999351,15.88%,13.55%,"$21,862",$121,121 $NOOB,"21,876 $NOOB",0.999351,21862.0,121.0
2210,GeyserCoin,2210,GSR,$0.015346,11.17%,9.42%,"$21,076",$11,724 GSR,"1,373,415 GSR",0.015346,21076.0,11.0
,onLEXpa,,onLEXpa,$0.000036,15.26%,-8.19%,,,,,3.6e-05,,
,FuzzBalls,,FUZZ,$0.004339,-30.86%,-41.58%,,,,,0.004339,,
,Ether Kingdoms Token,,IMP,$0.002671,6.21%,7.86%,,,,,0.002671,,
,GoHelpFund,,HELP,$0.001669,6.41%,-24.16%,,,,,0.001669,,
,Litecred,,LTCR,$0.000669,6.53%,21.11%,,,,,0.000669,,
,CFun,,CFUN,$0.000047,6.39%,21.32%,,,,,4.7e-05,,
,FundRequest,,FND,$0.000407,17.96%,37.48%,,,,,0.000407,,
,CBDAO,,BREE,$0.018136,17.95%,-7.10%,,,,,0.018136,,
,Akroma,,AKA,$0.001001,6.39%,81.42%,,,,,0.001001,,
,KAASO,,KAASO,$0.000163,17.98%,23.73%,,,,,0.000163,,
,Guaranteed Ethurance Token Extra,,GETX,$0.000063,18.19%,37.75%,,,,,6.3e-05,,
,Mchain,,MAR,$0.000365,-63.18%,-57.67%,,,,,0.000365,,
,Zayedcoin,,ZYD,$0.003004,19.67%,-9.01%,,,,,0.003004,,
,DOWCOIN,,DOW,$0.001555,17.96%,-76.35%,,,,,0.001555,,
,Global Crypto Alliance,,CALL,$0.000234,6.33%,182.92%,,,,,0.000234,,
,Shivers,,SHVR,$0.000334,6.53%,21.49%,,,,,0.000334,,
,Exosis,,EXO,$0.035891,10.93%,10.89%,,,,,0.035891,,
,XDNA,,XDNA,$0.002006,-17.03%,-43.75%,,,,,0.002006,,
,SYB Coin,,SYBC,$0.001702,2.36%,1.43%,,,,,0.001702,,
,BitGuild PLAT,,PLAT,$0.000260,-18.62%,-19.36%,,,,,0.00026,,
,Daneel,,DAN,$0.000851,5.17%,9.44%,,,,,0.000851,,
,KUN,,KUN,$6.01,-24.97%,-30.98%,,,,,6.01,,
,AmsterdamCoin,,AMS,$0.000334,-29.07%,-19.37%,,,,,0.000334,,
,iBTC,,IBTC,$0.000334,21.07%,63.72%,,,,,0.000334,,
,X-Coin,,XCO,$0.001334,-29.13%,-19.12%,,,,,0.001334,,
,BitCoal,,COAL,$0.003670,94.93%,122.29%,,,,,0.00367,,
,Neural Protocol,,NRP,$0.000002,24.95%,53.97%,,,,,2e-06,,
,Spectiv,,SIG,$0.000072,6.39%,25.37%,,,,,7.2e-05,,
,Blockburn,,BURN,$0.000009,28.55%,41.05%,,,,,9e-06,,
,Mobile Crypto Pay Coin,,MCPC,$0.001626,-36.96%,-28.09%,,,,,0.001626,,
,INMAX,,INX,$0.006044,-45.04%,22.04%,,,,,0.006044,,
,Zealium,,NZL,$0.001001,6.39%,21.32%,,,,,0.001001,,
,UOS Network,,UOS,$0.001097,0.00%,0.00%,,,,,0.001097,,
,BitMoney,,BIT,$0.000184,6.37%,21.32%,,,,,0.000184,,
,PRASM,,PSM,$0.000007,6.31%,-84.84%,,,,,7e-06,,
,High Voltage,,HVCO,$0.010014,6.39%,-33.02%,,,,,0.010014,,
,Dreamcoin,,DRM,$0.005675,6.39%,-37.50%,,,,,0.005675,,
,IBStoken,,IBS,$0.013197,47.94%,4.18%,,,,,0.013197,,
,TRAXIA,,TM2,$0.000045,0.45%,-10.24%,,,,,4.5e-05,,
,Coinchase Token,,CCH,$0.000009,0.00%,1.32%,,,,,9e-06,,
,ARbit,,ARB,$0.001334,6.33%,-19.12%,,,,,0.001334,,
,Iridium,,IRD,$0.000704,11.96%,-69.67%,,,,,0.000704,,
,Spectrum,,SPT,$0.000012,11.09%,25.78%,,,,,1.2e-05,,
,DistX,,DISTX,$0.000434,-2.29%,-0.96%,,,,,0.000434,,
